"id","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
81,-4.4824,-5.7954,-6.4574,-6.5754,-6.5838,-6.5661,-6.032,-6,-6,-6,-6,-6,-4.4824,-5.7954,-6.4574,-6.5754,-6.5838,-6.5661,-6.032,-6,-6,-6,-6,-6,0.00839999999999996,0.00849999999999973,0.00119999999999987,-0.00100000000000033,-0.00130000000000052,-0.00109999999999921,-0.000499999999999723,0,0,0,0,0,0.0453600000247128,0.153515919907602,0.0328669772964981,0.00254075395869845,0.000207760741484641,0.00290218419400097,-0.0026999999999985,0,0,0,0,0,-1.91389524553582e-13,-0.00107034286689323,-0.000266797400818262,-7.84961792689526e-05,-7.11857405942643e-05,-8.732422653547e-05,0,0,0,0,0,0
82,-4.4741,-5.7871,-6.4563,-6.5764,-6.5851,-6.5671,-6.0325,-6,-6,-6,-6,-6,-4.4741,-5.7871,-6.4563,-6.5764,-6.5851,-6.5671,-6.0325,-6,-6,-6,-6,-6,0.0083000000000002,0.0083000000000002,0.0011000000000001,-0.000999999999999446,-0.00129999999999963,-0.00100000000000033,-0.000499999999999723,0,0,0,0,0,0.04482000001914,0.151854286689324,0.0326197400818267,0.00244961792689825,9.85740594284009e-05,0.00333242265354519,-0.0026999999999985,0,0,0,0,0,-1.48465938796165e-13,-0.00106460021032163,-0.000269502736273044,-7.75937198096129e-05,-7.01079878638133e-05,-8.63364010896416e-05,0,0,0,0,0,0
83,-4.4659,-5.7789,-6.4551,-6.5774,-6.5863,-6.5681,-6.033,-6,-6,-6,-6,-6,-4.4659,-5.7789,-6.4551,-6.5774,-6.5863,-6.5681,-6.033,-6,-6,-6,-6,-6,0.00819999999999954,0.00819999999999954,0.00119999999999987,-0.00100000000000033,-0.00119999999999987,-0.00100000000000033,-0.000500000000000611,0,0,0,0,0,0.0442800000148441,0.15074002103216,0.0334302736273037,0.00235937198095949,0.000530798786382046,0.00323364010896236,-0.0027000000000033,0,0,0,0,0,-1.15364774677575e-13,-0.00105893073728385,-0.000272477752944463,-7.6700094928227e-05,-6.9125544485042e-05,-8.53580352734087e-05,0,0,0,0,0,0
84,-4.4578,-5.7708,-6.4539,-6.5784,-6.5875,-6.5691,-6.0335,-6,-6,-6,-6,-6,-4.4578,-5.7708,-6.4539,-6.5784,-6.5875,-6.5691,-6.0335,-6,-6,-6,-6,-6,0.00810000000000066,0.00809999999999977,0.00119999999999987,-0.00100000000000033,-0.00120000000000076,-0.000999999999999446,-0.000499999999999723,0,0,0,0,0,0.0437400000115401,0.149633073728383,0.0337277752944456,0.0022700094928209,0.000432554448500118,0.00313580352734386,-0.0026999999999985,0,0,0,0,0,-8.98005154128648e-14,-0.00105333349508318,-0.000275477641046601,-7.58152385773344e-05,-6.81548967125335e-05,-8.43890609768091e-05,0,0,0,0,0,0
85,-4.4498,-5.7629,-6.4528,-6.5793,-6.5887,-6.5701,-6.034,-6,-6,-6,-6,-6,-4.4498,-5.7629,-6.4528,-6.5793,-6.5887,-6.5701,-6.034,-6,-6,-6,-6,-6,0.00800000000000001,0.00790000000000024,0.0011000000000001,-0.000899999999999679,-0.00119999999999987,-0.00100000000000033,-0.000499999999999723,0,0,0,0,0,0.0432000000089801,0.147993349508319,0.0334877641046607,0.00272152385773517,0.000335489671254065,0.00303890609767911,-0.0026999999999985,0,0,0,0,0,-7.00268956735474e-14,-0.00104780710517582,-0.000278249472164032,-7.50263105569227e-05,-6.71959346789596e-05,-8.34294102995745e-05,0,0,0,0,0,0
86,-4.4418,-5.7533,-6.4516,-6.5802,-6.5899,-6.5711,-6.0345,-6,-6,-6,-6,-6,-4.4418,-5.7533,-6.4516,-6.5802,-6.5899,-6.5711,-6.0345,-6,-6,-6,-6,-6,0.00800000000000001,0.00959999999999983,0.00119999999999987,-0.000899999999999679,-0.00119999999999987,-0.00100000000000033,-0.000500000000000611,0,0,0,0,0,0.0432000000070027,0.156620710517581,0.0343049472164025,0.002642631055694,0.000239593467896677,0.00294294102995564,-0.0027000000000033,0,0,0,0,0,-5.45370576508066e-14,-0.00104235894987841,-0.000281297307140841,-7.42443839241748e-05,-6.62485490542676e-05,-8.24790155541818e-05,0,0,0,0,0,0
87,-4.4339,-5.7439,-6.4503,-6.5811,-6.5911,-6.5721,-6.035,-6,-6,-6,-6,-6,-4.4339,-5.7439,-6.4503,-6.5811,-6.5911,-6.5721,-6.035,-6,-6,-6,-6,-6,0.00789999999999935,0.0094000000000003,0.00129999999999963,-0.000900000000000567,-0.00119999999999987,-0.000999999999999446,-0.000499999999999723,0,0,0,0,0,0.0426600000054502,0.154995894987843,0.0351497307140821,0.00256443839241442,0.00014485490542747,0.00284790155542117,-0.0026999999999985,0,0,0,0,0,-4.2552679775129e-14,-0.00103697938075025,-0.000284627521489604,-7.34694110253857e-05,-6.53126310506848e-05,-8.15378092688383e-05,0,0,0,0,0,0
88,-4.426,-5.7347,-6.449,-6.5819,-6.5922,-6.5731,-6.0355,-6,-6,-6,-6,-6,-4.426,-5.7347,-6.449,-6.5819,-6.5922,-6.5731,-6.0355,-6,-6,-6,-6,-6,0.00790000000000024,0.00919999999999987,0.00130000000000052,-0.000799999999999912,-0.0011000000000001,-0.00100000000000033,-0.000499999999999723,0,0,0,0,0,0.0426600000042566,0.153377938075024,0.0354827521489633,0.00302694110253905,0.000591263105067934,0.00275378092688203,-0.0026999999999985,0,0,0,0,0,-3.31601730603026e-14,-0.00103166752260245,-0.000287987383604086,-7.27863455303633e-05,-6.44646877457599e-05,-8.06057241904175e-05,0,0,0,0,0,0
89,-4.4182,-5.7257,-6.4478,-6.5827,-6.5933,-6.574,-6.036,-6,-6,-6,-6,-6,-4.4182,-5.7257,-6.4478,-6.5827,-6.5933,-6.574,-6.036,-6,-6,-6,-6,-6,0.00780000000000047,0.00900000000000034,0.00119999999999987,-0.000799999999999912,-0.0011000000000001,-0.000899999999999679,-0.000499999999999723,0,0,0,0,0,0.0421200000033186,0.151766752260246,0.0352787383604079,0.0029586345530368,0.000506468774575449,0.00320057241904349,-0.0026999999999985,0,0,0,0,0,-2.58906313281114e-14,-0.00101976946307209,-0.000291115213593216,-7.21087035647889e-05,-6.36262065039955e-05,-7.9774590845529e-05,0,0,0,0,0,0
90,-4.4104,-5.7169,-6.4465,-6.5835,-6.5944,-6.5749,-6.0365,-6,-6,-6,-6,-6,-4.4104,-5.7169,-6.4465,-6.5835,-6.5944,-6.5749,-6.0365,-6,-6,-6,-6,-6,0.00779999999999959,0.00879999999999992,0.00129999999999963,-0.000799999999999912,-0.0011000000000001,-0.000900000000000567,-0.000500000000000611,0,0,0,0,0,0.0421200000025868,0.149496946307209,0.0361315213593196,0.00289087035647937,0.000422620650399009,0.00311745908454983,-0.0027000000000033,0,0,0,0,0,-2.0190025038769e-14,-0.000970675114671277,-0.000294532427865329,-7.14364519795526e-05,-6.279710475234e-05,-7.89507426690493e-05,0,0,0,0,0,0
91,-4.4027,-5.7077,-6.4451,-6.5843,-6.5955,-6.5758,-6.037,-6,-6,-6,-6,-6,-4.4027,-5.7077,-6.4451,-6.5843,-6.5955,-6.5758,-6.037,-6,-6,-6,-6,-6,0.00769999999999982,0.00919999999999987,0.00140000000000029,-0.000799999999999912,-0.0011000000000001,-0.000899999999999679,-0.000499999999999723,0,0,0,0,0,0.041580000002018,0.146747511467127,0.0370132427865345,0.00282364519795574,0.000339710475233456,0.00303507426690666,-0.0026999999999985,0,0,0,0,0,-2.0190025038769e-14,-0.000970675114671277,-0.000294532427865329,-7.14364519795526e-05,-6.279710475234e-05,-7.89507426690493e-05,0,0,0,0,0,0
